Primary Key,Order No_x,Segment Number_x,Order Date,Manufacturer,Model,Product Category,Model Year,Serial Number,Meter 1 Reading,Complaint,Cause,Correction,Failure Condition - Failure Component,Fix Condition - Fix Component,Order No_y,Segment Number_y,Coverage,Qty,Part Manufacturer,Part Number,Part Description,Revenue,Cost,Invoice Date,Actual Hours,Segment Total $
SO0059574-6,SO0059574,6,2/15/2024,PASEIH,9991,SPRAYS,2022,JFGYCC89TNT054649,409.5,fore aft lines leaking,rubbed,Remove the clamps and anything that held the wires to the fan frame. I removed the lines and reinstalled them. Routed the plumbing and made sure the plumbing was routed and not chafing. tested and ensured that the machine has no leaks. complete. 02/22/24NL serial number 1,Incorrect Reading - No Component Mentioned,Air Pressure Sensor - Replaced,SO0059574,6,NL Claim Number: 08759,1,NEW LORD,313538                       NEWLEA,HOSE ASSY .38X88,71.5,71.5,2/27/2024,1.1,363.57
SO0059576-1,SO0059576,1,2/15/2024,PASEIH,9861,SPRAYS,2023,JFGYS445CPT057376,107,xrt sensors not working,sensor showed error on screen disabling xrt,2 XRT sensors did not register when autoboom was activated. Sensors were recalibrated and the issues were not resolved. Broken sensors were moved and the problem was moved with the sensor. 2 new sensors were installed and recalibrated and the calibration took and issues were resolved 34 miles,Incorrect Position - Console,"Bracket - Replaced, Console - Reinstalled",SO0059576,1,Not Specified,2,PASE,51584752                     CASE,SENSOR,2158.6599,1355.92,5/18/2024,1.08,2366.5599
SO0059585-1,SO0059585,1,2/15/2024,CHR,COT 561,SPRAYS,2023,M2301209,301,hood bracket update,hood bracket update,"Clamp bracket, mark holes, drill holes, install bracket and tighten nuts. completed on June 24, 2003",Seized - Boom,"Pin - Installed, Boom Fold - Installed, Fold - Realigned, Bumper Stop - Realigned, Tip Breakaway - Realigned",SO0059585,1,Not Specified,1,CHR LOGISTICS,90418                        RBR,HOOD HINGE REINFORMENT PLATE,47.48,47.48,4/4/2024,1.1299,245.23
SO0059585-2,SO0059585,2,2/15/2024,CHR,PECT 300,SPRAYS,,M1800740,3483.4,Customer states lines leaking for main bin feed gate.,Removed insert bin and found stainless steel tubes leaking near clamps at rear of box.,Remove and replace both hard stainless steel lines. The rubber hoses at the rear of the machine were badly corroded and had to be cut off and replaced. Insert container and tarpaulin reinstalled. recalibrated feed gates and verified operation. completed on 02/16/24,Not Mentioned - Machine,"Motor - Replaced, Air Filter - Replaced, Fuel Filter - Replaced, Coolant Filter - Replaced, Hydraulic Filter - Replaced, Hydraulic System - Topped Off",SO0059585,2,Not Specified,1,NEW LORD,313543                       NEWLEA,HOSE ASSY.38X.30,50,32.5,2/27/2024,3.5,2000.9399
SO0059585-3,SO0059585,3,2/15/2024,CHR,PECT 300,SPRAYS,,M1800740,3483.4,Customer states lines leaking for main bin feed gate.,Removed insert bin and found stainless steel tubes leaking near clamps at rear of box.,Remove and replace both hard stainless steel lines. The rubber hoses at the rear of the machine were badly corroded and had to be cut off and replaced. Insert container and tarpaulin reinstalled. recalibrated feed gates and verified operation. completed on 02/16/24,Black Out - Monitor,Camera Monitor - Installed,SO0059585,3,Not Specified,2,NEW LORD,314428                       NEWLEA,TUBE - ASSY .375,270,175.5,2/27/2024,3.5,2000.9399
SO0059590-1,SO0059590,1,2/15/2024,CHR,PECT 300,SPRAYS,,M1800740,3483.4,Customer states lines leaking for main bin feed gate.,Removed insert bin and found stainless steel tubes leaking near clamps at rear of box.,Remove and replace both hard stainless steel lines. The rubber hoses at the rear of the machine were badly corroded and had to be cut off and replaced. Insert container and tarpaulin reinstalled. recalibrated feed gates and verified operation. completed on 02/16/24,Not Installed - Tire,No Component Mentioned - No Component Mentioned,SO0059590,1,Not Specified,1,NEW LORD,313550                       NEWLEA,HOSE - ASSY 100R,48.75,29.25,2/27/2024,3.5,2000.9399
SO0059590-2,SO0059590,2,2/15/2024,CHR,PECT 300,SPRAYS,,M1800740,3483.4,Customer states lines leaking for main bin feed gate.,Removed insert bin and found stainless steel tubes leaking near clamps at rear of box.,Remove and replace both hard stainless steel lines. The rubber hoses at the rear of the machine were badly corroded and had to be cut off and replaced. Insert container and tarpaulin reinstalled. recalibrated feed gates and verified operation. completed on 02/16/24,Ineffective - Bin,"Bin Level Sensor - Removed, Sensor Bracket - Installed, Wire Adapter - Installed",SO0059590,2,Not Specified,1,NEW LORD,313544                       NEWLEA,HOSE ASSY.38X32.,50,32.5,2/27/2024,3.5,2000.9399
SO0059590-3,SO0059590,3,2/15/2024,CHR,PECT 300,SPRAYS,,M1800740,3483.4,Customer states lines leaking for main bin feed gate.,Removed insert bin and found stainless steel tubes leaking near clamps at rear of box.,Remove and replace both hard stainless steel lines. The rubber hoses at the rear of the machine were badly corroded and had to be cut off and replaced. Insert container and tarpaulin reinstalled. recalibrated feed gates and verified operation. completed on 02/16/24,Not Updated - No Component Mentioned,"Tube - Removed, Grease Bank - Removed",SO0059590,3,Not Specified,1,NEW LORD,313549                       NEWLEA,HOSE - ASSY100R1,48.75,29.25,2/27/2024,3.5,2000.9399
SO0059590-4,SO0059590,4,2/15/2024,PASEIH,9991,SPRAYS,,JFGYCC89JKT048690,2708,Main Chassis Harness Replacement,Unknown,"I started by removing the chassis main frame wiring harness. THE FOLLOWING IS SEPARATED FROM THE WIRING HARNESS: RIGHT GENUINE AXLE ADJUSTMENT SENSOR, LEFT REAR AXLE ADJUSTMENT SENSOR, BACKUP ALARM, REAR LEFT WHEEL MOTOR, FRONT LEFT WHEEL MOTOR, REAR RIGHT",Not Mentioned - Gearbox,"Gear Case - Drained, Gear Case - Filled, Sensor - Installed",SO0059590,4,Not Specified,1,PASE,325258A1                     CASE,ALARM  BACKUP,105.7,51.35,7/15/2024,19.3997,10907.18
SO0059590-5,SO0059590,5,2/15/2024,PASEIH,9991,SPRAYS,,JFGYCC89JKT048690,2708,Main Chassis Harness Replacement,Unknown,"I started by removing the chassis main frame wiring harness. THE FOLLOWING IS SEPARATED FROM THE WIRING HARNESS: RIGHT GENUINE AXLE ADJUSTMENT SENSOR, LEFT REAR AXLE ADJUSTMENT SENSOR, BACKUP ALARM, REAR LEFT WHEEL MOTOR, FRONT LEFT WHEEL MOTOR, REAR RIGHT","Leak - Hydraulic Pump, Leak - Motor","Hydraulic Pump Fitting - Retightened, Hydraulic Motor - Sealed, Hydraulic Motor - Reinstalled",SO0059590,5,Not Specified,0,PASE,47926222                     CASE,SENSOR,0,0,7/15/2024,19.3997,10907.18
SO0059590-6,SO0059590,6,2/15/2024,PASEIH,9991,SPRAYS,,JFGYCC89JKT048690,2708,Main Chassis Harness Replacement,Unknown,"I started by removing the chassis main frame wiring harness. THE FOLLOWING IS SEPARATED FROM THE WIRING HARNESS: RIGHT GENUINE AXLE ADJUSTMENT SENSOR, LEFT REAR AXLE ADJUSTMENT SENSOR, BACKUP ALARM, REAR LEFT WHEEL MOTOR, FRONT LEFT WHEEL MOTOR, REAR RIGHT","Disconnected - Light, Out - Light, Not Seated - BIn","Light Wire Harness - Reconnected, Connector - Removed, Work Light - Ordered, Work Light - Removed",SO0059590,6,Not Specified,0,PASE,500382599                    CASE,SENSOR,0,0,7/15/2024,19.3997,10907.18
SO0059706-1,SO0059706,1,2/15/2024,PASEIH,9991,SPRAYS,,JFGYCC89JKT048690,2708,Main Chassis Harness Replacement,Unknown,"I started by removing the chassis main frame wiring harness. THE FOLLOWING IS SEPARATED FROM THE WIRING HARNESS: RIGHT GENUINE AXLE ADJUSTMENT SENSOR, LEFT REAR AXLE ADJUSTMENT SENSOR, BACKUP ALARM, REAR LEFT WHEEL MOTOR, FRONT LEFT WHEEL MOTOR, REAR RIGHT",Leak - Boom,"Tip Fold Hose - Removed, Tip Fold Hose - Installed",SO0059706,1,Not Specified,1,PASE,51422855                     CASE,HARNESS WIRE,3024,1890,7/15/2024,19.3997,10907.18
SO0059728-1,SO0059728,1,2/15/2024,PASEIH,9991,SPRAYS,,JFGYCC89JKT048690,2708,Main Chassis Harness Replacement,Unknown,"I started by removing the chassis main frame wiring harness. THE FOLLOWING IS SEPARATED FROM THE WIRING HARNESS: RIGHT GENUINE AXLE ADJUSTMENT SENSOR, LEFT REAR AXLE ADJUSTMENT SENSOR, BACKUP ALARM, REAR LEFT WHEEL MOTOR, FRONT LEFT WHEEL MOTOR, REAR RIGHT",Faulty - No Component Mentioned,No Component Mentioned - Installed,SO0059728,1,Not Specified,1,PASE,84150025                     CASE,MODULE,295,169.16,7/15/2024,19.3997,10907.18
SO0059728-2,SO0059728,2,2/15/2024,PASEIH,9991,SPRAYS,,JFGYCC89JKT048690,2708,Main Chassis Harness Replacement,Unknown,"I started by removing the chassis main frame wiring harness. THE FOLLOWING IS SEPARATED FROM THE WIRING HARNESS: RIGHT GENUINE AXLE ADJUSTMENT SENSOR, LEFT REAR AXLE ADJUSTMENT SENSOR, BACKUP ALARM, REAR LEFT WHEEL MOTOR, FRONT LEFT WHEEL MOTOR, REAR RIGHT",Cracked - Valve,Valve - Replaced,SO0059728,2,Not Specified,0,PASE,47597399                     CASE,SENSOR,0,0,7/15/2024,19.3997,10907.18
SO0059728-3,SO0059728,3,2/15/2024,PASEIH,9991,SPRAYS,,JFGYCC89JKT048690,2708,Main Chassis Harness Replacement,Unknown,"I started by removing the chassis main frame wiring harness. THE FOLLOWING IS SEPARATED FROM THE WIRING HARNESS: RIGHT GENUINE AXLE ADJUSTMENT SENSOR, LEFT REAR AXLE ADJUSTMENT SENSOR, BACKUP ALARM, REAR LEFT WHEEL MOTOR, FRONT LEFT WHEEL MOTOR, REAR RIGHT",Not Mentioned - Not Mentioned,"Sensor - Installed, Sensor - Recalibrated",SO0059728,3,Not Specified,0,PASE,47828279                     CASE,SENSOR,0,0,7/15/2024,19.3997,10907.18
SO0059728-4,SO0059728,4,2/15/2024,PASEIH,9991,SPRAYS,,JFGYCC89JKT048690,2708,Main Chassis Harness Replacement,Unknown,"I started by removing the chassis main frame wiring harness. THE FOLLOWING IS SEPARATED FROM THE WIRING HARNESS: RIGHT GENUINE AXLE ADJUSTMENT SENSOR, LEFT REAR AXLE ADJUSTMENT SENSOR, BACKUP ALARM, REAR LEFT WHEEL MOTOR, FRONT LEFT WHEEL MOTOR, REAR RIGHT",Not Mentioned - Not Mentioned,Tank Sight Gauge Light - Installed,SO0059728,4,Not Specified,1,PASE,87267363                     CASE,FILTER  AIR - CAB,264,155.74,7/15/2024,19.3997,10907.18
SO0059728-5,SO0059728,5,2/15/2024,PASEIH,9991,SPRAYS,,JFGYCC89JKT048690,2708,Main Chassis Harness Replacement,Unknown,"I started by removing the chassis main frame wiring harness. THE FOLLOWING IS SEPARATED FROM THE WIRING HARNESS: RIGHT GENUINE AXLE ADJUSTMENT SENSOR, LEFT REAR AXLE ADJUSTMENT SENSOR, BACKUP ALARM, REAR LEFT WHEEL MOTOR, FRONT LEFT WHEEL MOTOR, REAR RIGHT",Not Mentioned - Not Mentioned,No Component Mentioned - No Component Mentioned,SO0059728,5,Not Specified,0,PASE,51627289                     CASE,HARNESS  WIRE,0,0,7/15/2024,19.3997,10907.18
SO0059728-6,SO0059728,6,2/15/2024,PASEIH,9991,SPRAYS,,JFGYCC89JKT048690,2708,Main Chassis Harness Replacement,Unknown,"I started by removing the chassis main frame wiring harness. THE FOLLOWING IS SEPARATED FROM THE WIRING HARNESS: RIGHT GENUINE AXLE ADJUSTMENT SENSOR, LEFT REAR AXLE ADJUSTMENT SENSOR, BACKUP ALARM, REAR LEFT WHEEL MOTOR, FRONT LEFT WHEEL MOTOR, REAR RIGHT",Not Mentioned - Not Mentioned,"Intake Flow Meter - Installed, Mirror - Installed",SO0059728,6,Not Specified,0,PASE,51672169                     CASE,HARNESS  WIRE,0,0,7/15/2024,19.3997,10907.18
SO0059750-2,SO0059750,2,2/15/2024,PASEIH,9991,SPRAYS,,JFGYCC89JKT048690,2708,Main Chassis Harness Replacement,Unknown,"I started by removing the chassis main frame wiring harness. THE FOLLOWING IS SEPARATED FROM THE WIRING HARNESS: RIGHT GENUINE AXLE ADJUSTMENT SENSOR, LEFT REAR AXLE ADJUSTMENT SENSOR, BACKUP ALARM, REAR LEFT WHEEL MOTOR, FRONT LEFT WHEEL MOTOR, REAR RIGHT",Not Mentioned - Not Mentioned,VSN Camera - Recalibrated,SO0059750,2,Not Specified,0,PASE,51636004                     CASE,MANIFOLD,0,0,7/15/2024,19.3997,10907.18
SO0059750-4,SO0059750,4,2/15/2024,PASEIH,9991,SPRAYS,,JFGYCC89JKT048690,2708,Main Chassis Harness Replacement,Unknown,"I started by removing the chassis main frame wiring harness. THE FOLLOWING IS SEPARATED FROM THE WIRING HARNESS: RIGHT GENUINE AXLE ADJUSTMENT SENSOR, LEFT REAR AXLE ADJUSTMENT SENSOR, BACKUP ALARM, REAR LEFT WHEEL MOTOR, FRONT LEFT WHEEL MOTOR, REAR RIGHT",Leak - PTO,No Component Mentioned - No Component Mentioned,SO0059750,4,Not Specified,0,PASE,90421481                     CASE,HARNESS WIRE,0,0,7/15/2024,19.3997,10907.18
SO0059759-1,SO0059759,1,2/15/2024,PASEIH,9991,SPRAYS,,JFGYCC89JKT048690,2708,Combo Unit - Dry to Liquid,Unknown,Comb Unit – Disconnect the dry box and lift the box off to place it on the trailer. Attach crane to fluid system and connect to chassis.,"Faulty - Sensor, Faulty - DEF System",No Component Mentioned - No Component Mentioned,SO0059759,1,Not Specified,0,PASE,90421479                     CASE,HARNESS WIRE,0,0,7/15/2024,4.7199,2646.8199
SO0059762-2,SO0059762,2,2/15/2024,PASEIH,9991,SPRAYS,,JFGYCC89JKT048690,2708,Combo Unit - Dry to Liquid,Unknown,Comb Unit – Disconnect the dry box and lift the box off to place it on the trailer. Attach crane to fluid system and connect to chassis.,"Not Moved - Spinner, Not Moved - Spinner",No Component Mentioned - No Component Mentioned,SO0059762,2,Not Specified,0,PASE,47828279                     CASE,SENSOR,0,0,7/15/2024,4.7199,2646.8199
SO0059762-3,SO0059762,3,2/15/2024,PASEIH,9991,SPRAYS,,JFGYCC89JKT048690,2708,Combo Unit - Dry to Liquid,Unknown,Comb Unit – Disconnect the dry box and lift the box off to place it on the trailer. Attach crane to fluid system and connect to chassis.,Inoperative - Radio,No Component Mentioned - No Component Mentioned,SO0059762,3,Not Specified,0,"POLO-CLI, INC.",4000702                      AGRICO,CONTROL BOX,0,0,7/15/2024,4.7199,2646.8199
SO0059764-2,SO0059764,2,2/15/2024,PASEIH,9991,SPRAYS,,JFGYCC89JKT048690,2708,New Harness - Will not calibrate drive system,Unknown,"I want to make sure it's not a pneumatic issue or issues within the valve block. I swapped the coils and found that the problem was due to one coil. Since these coils are not sold individually, a new block was added. But the problem was still there","Poor Quality - Shaft, Poor Quality - Drive Shaft","Drive Shaft Strap - Sprayed, Strap Bolt - Removed, Drive Line - Supported, Carrier Bearing Bolt - Removed",SO0059764,2,Not Specified,0,PASE,90421479                     CASE,HARNESS WIRE,0,0,7/15/2024,52.05,6779.7598
SO0059764-4,SO0059764,4,2/15/2024,PASEIH,9991,SPRAYS,,JFGYCC89JKT048690,2708,New Harness - Will not calibrate drive system,Unknown,"I want to make sure it's not a pneumatic issue or issues within the valve block. I swapped the coils and found that the problem was due to one coil. Since these coils are not sold individually, a new block was added. But the problem was still there",Ruptured - Radiator,No Component Mentioned - No Component Mentioned,SO0059764,4,Not Specified,0,PASE,51672169                     CASE,HARNESS  WIRE,0,0,7/15/2024,52.05,6779.7598
SO0059764-5,SO0059764,5,2/15/2024,PASEIH,9991,SPRAYS,,JFGYCC89JKT048690,2708,New Harness - Will not calibrate drive system,Unknown,"I want to make sure it's not a pneumatic issue or issues within the valve block. I swapped the coils and found that the problem was due to one coil. Since these coils are not sold individually, a new block was added. But the problem was still there",Leak - Hydraulic System,"Hydraulic Motor - Removed, Fitting - Sprayed",SO0059764,5,Not Specified,0,PASE,90421481                     CASE,HARNESS WIRE,0,0,7/15/2024,52.05,6779.7598
SO0059765-2,SO0059765,2,2/15/2024,PASEIH,9991,SPRAYS,,JFGYCC89JKT048690,2708,New Harness - Will not calibrate drive system,Unknown,"I want to make sure it's not a pneumatic issue or issues within the valve block. I swapped the coils and found that the problem was due to one coil. Since these coils are not sold individually, a new block was added. But the problem was still there",Leak - Auger,No Component Mentioned - No Component Mentioned,SO0059765,2,Not Specified,1,PASE,51627289                     CASE,HARNESS  WIRE,972.22,972.22,7/15/2024,52.05,6779.7598
SO0059765-3,SO0059765,3,2/15/2024,PASEIH,9991,SPRAYS,,JFGYCC89JKT048690,2708,New Harness - Will not calibrate drive system,Unknown,"I want to make sure it's not a pneumatic issue or issues within the valve block. I swapped the coils and found that the problem was due to one coil. Since these coils are not sold individually, a new block was added. But the problem was still there",Leak - Cylinder,"Left Middle Fold Cylinder - Removed, Cylinder - Installed",SO0059765,3,Not Specified,0,PASE,500382599                    CASE,SENSOR,0,0,7/15/2024,52.05,6779.7598
SO0059765-4,SO0059765,4,2/15/2024,PASEIH,9991,SPRAYS,,JFGYCC89JKT048690,2708,New Harness - Will not calibrate drive system,Unknown,"I want to make sure it's not a pneumatic issue or issues within the valve block. I swapped the coils and found that the problem was due to one coil. Since these coils are not sold individually, a new block was added. But the problem was still there","Loose - No Component Mentioned, Loose - No Component Mentioned","Wire - Zip Tied, Grease Line - Zip Tied",SO0059765,4,Not Specified,0,PASE,47926222                     CASE,SENSOR,0,0,7/15/2024,52.05,6779.7598
SO0059765-5,SO0059765,5,2/15/2024,PASEIH,9991,SPRAYS,,JFGYCC89JKT048690,2708,New Harness - Will not calibrate drive system,Unknown,"I want to make sure it's not a pneumatic issue or issues within the valve block. I swapped the coils and found that the problem was due to one coil. Since these coils are not sold individually, a new block was added. But the problem was still there","Bent - Bracket, Missed - Bumper","Bracket - Installed, Rubber Bump Stop - Installed",SO0059765,5,Not Specified,0,PASE,47828279                     CASE,SENSOR,0,0,7/15/2024,52.05,6779.7598
SO0059765-7,SO0059765,7,2/15/2024,PASEIH,9991,SPRAYS,,JFGYCC89JKT048690,2708,New Harness - Will not calibrate drive system,Unknown,"I want to make sure it's not a pneumatic issue or issues within the valve block. I swapped the coils and found that the problem was due to one coil. Since these coils are not sold individually, a new block was added. But the problem was still there","Broken - Spring, Broken - Spring","Eye Bolt - Installed, Spring - Reconnected, Spring Bolt - Realigned",SO0059765,7,Not Specified,0,PASE,47708484                     CASE,SENSOR,0,0,7/15/2024,52.05,6779.7598
SO0059765-8,SO0059765,8,2/15/2024,PASEIH,9991,SPRAYS,,JFGYCC89JKT048690,2708,New Harness - Will not calibrate drive system,Unknown,"I want to make sure it's not a pneumatic issue or issues within the valve block. I swapped the coils and found that the problem was due to one coil. Since these coils are not sold individually, a new block was added. But the problem was still there",Not Mentioned - Machine,"Engine - Drained, Oil Filter Housing - Removed, Filter - Discarded, Housing - Cleaned, O Ring - Installed, Filter - Installed, Engine - Retightened, Drain Plug - Reinstalled",SO0059765,8,Not Specified,2,PASE,47597399                     CASE,SENSOR,1643.5398,1643.5398,7/15/2024,52.05,6779.7598
SO0059765-9,SO0059765,9,2/15/2024,PASEIH,9991,SPRAYS,,JFGYCC89JKT048690,2708,New Harness - Will not calibrate drive system,Unknown,"I want to make sure it's not a pneumatic issue or issues within the valve block. I swapped the coils and found that the problem was due to one coil. Since these coils are not sold individually, a new block was added. But the problem was still there",Not Mentioned - Hood,"Brass Bush - Installed, Bolt - Installed, Bolt - Retightened",SO0059765,9,Not Specified,0,PASE,5802229065                   CASE,HARNESS  WIRE,0,0,7/15/2024,52.05,6779.7598
SO0059880-3,SO0059880,3,2/15/2024,PASEIH,9991,SPRAYS,,JFGYCC89JKT048690,2708,New Harness - Will not calibrate drive system,Unknown,"I want to make sure it's not a pneumatic issue or issues within the valve block. I swapped the coils and found that the problem was due to one coil. Since these coils are not sold individually, a new block was added. But the problem was still there",Not Mentioned - Door,"Door - Removed, No Component Mentioned - Cleaned, Seal - Installed, Door - Reinstalled",SO0059880,3,Not Specified,0,PASE,51636004                     CASE,MANIFOLD,0,0,7/15/2024,52.05,6779.7598
SO0059915-1,SO0059915,1,2/15/2024,PASEIH,9991,SPRAYS,,JFGYCC89JKT048690,2708,No VSN or RS1,harnesses hooked up incorrectly,"The wiring harness was repaired, but a broken pin was found in the bulkhead to RS1.",Not Spraying - NCV,Spray System - Tested,SO0059915,1,Not Specified,0,PASE,47708484                     CASE,SENSOR,0,0,6/6/2024,4.07,712.25
SO0059919-5,SO0059919,5,2/15/2024,PASEIH,9991,SPRAYS,,JFGYCC89JKT048690,2708,Air Suspension not working as designed.,Air Manifold Coil failure and Height Sensor/Spindle Worn,"I want to make sure it's not a pneumatic issue or issues within the valve block. I swapped the coils and found that the problem was due to one coil. These coils are not sold individually, so a new distributor was fitted. The problem was still there","Error Code - DEF System, Derated - DEF System",DEF - Replaced,SO0059919,5,Not Specified,0,PASE,47597399                     CASE,SENSOR,0,0,7/15/2024,12.9299,9825.4797
SO0059940-1,SO0059940,1,2/15/2024,PASEIH,9991,SPRAYS,,JFGYCC89JKT048690,2708,Air Suspension not working as designed.,Air Manifold Coil failure and Height Sensor/Spindle Worn,"I want to make sure it's not a pneumatic issue or issues within the valve block. I swapped the coils and found that the problem was due to one coil. These coils are not sold individually, so a new distributor was fitted. The problem was still there",Torn - Belt,"Belt - Removed, Roller - Installed, Bearing - Installed, Belt - Installed, Belt - Realigned",SO0059940,1,Not Specified,2,PASE,90421481                     CASE,HARNESS WIRE,698.8998,422.0099,7/15/2024,12.9299,9825.4797
SO0059968-1,SO0059968,1,2/15/2024,PASEIH,9991,SPRAYS,,JFGYCC89JKT048690,2708,Air Suspension not working as designed.,Air Manifold Coil failure and Height Sensor/Spindle Worn,"I want to make sure it's not a pneumatic issue or issues within the valve block. I swapped the coils and found that the problem was due to one coil. These coils are not sold individually, so a new distributor was fitted. The problem was still there",Not Shifted - Transmission,No Component Mentioned - No Component Mentioned,SO0059968,1,Not Specified,1,PASE,90421479                     CASE,HARNESS WIRE,347.1999,220.2,7/15/2024,12.9299,9825.4797
SO0059968-2,SO0059968,2,2/15/2024,PASEIH,9991,SPRAYS,,JFGYCC89JKT048690,2708,Air Suspension not working as designed.,Air Manifold Coil failure and Height Sensor/Spindle Worn,"I want to make sure it's not a pneumatic issue or issues within the valve block. I swapped the coils and found that the problem was due to one coil. These coils are not sold individually, so a new distributor was fitted. The problem was still there",Error Code - No Component Mentioned,"Fuel Line - Removed, Fuel Filter - Replaced",SO0059968,2,Not Specified,1,PASE,51636004                     CASE,MANIFOLD,5630.63,4034.15,7/15/2024,12.9299,9825.4797
SO0059977-1,SO0059977,1,2/15/2024,PASEIH,9991,SPRAYS,,JFGYCC89JKT048690,2708,Air Suspension not working as designed.,Air Manifold Coil failure and Height Sensor/Spindle Worn,"I want to make sure it's not a pneumatic issue or issues within the valve block. I swapped the coils and found that the problem was due to one coil. These coils are not sold individually, so a new distributor was fitted. The problem was still there",Not Mentioned - Filter,"Auxiliary Transmission - Drained, Auxiliary Transmission - Filled, Engine - Drained, Engine Oil Filter - Replaced, Engine - Refilled, Intank Hydraulic Filter - Replaced, Rear Hub - Drained",SO0059977,1,Not Specified,3,PASE,47828279                     CASE,SENSOR,723,432.02,7/15/2024,12.9299,9825.4797
SO0060018-1,SO0060018,1,2/15/2024,PASEIH,9991,SPRAYS,,JFGYCC89JKT048690,2708,Air Suspension not working as designed.,Air Manifold Coil failure and Height Sensor/Spindle Worn,"I want to make sure it's not a pneumatic issue or issues within the valve block. I swapped the coils and found that the problem was due to one coil. These coils are not sold individually, so a new distributor was fitted. The problem was still there",Faulty - DEF System,No Component Mentioned - No Component Mentioned,SO0060018,1,Not Specified,4,PASE,47926222                     CASE,SENSOR,163,100.96,7/15/2024,12.9299,9825.4797
SO0060020-1,SO0060020,1,2/15/2024,PASEIH,9991,SPRAYS,,JFGYCC89JKT048690,2708,Power tarp will only operate correctly,40 amp fuse,"TESTED VOLTAGE ON TARP MOTOR, NO VOLTAGE. CHECKED VOLTAGE AT THE TARP BOX, 12V WENT INTO THE BOX BUT 0V COMES OUT. I turned off the box and there is 12V coming out of the box, the tarpaulin is still not working. Tested the 40 amp fuse and found it to be bad as I still need the fuse",Broken - Cylinder,"Bolt - Replaced, Mount - Adjusted, Left Hand Cylinder Bolt - Installed",SO0060020,1,Not Specified,1,"POLO-CLI, INC.",4000702                      AGRICO,CONTROL BOX,572,312,6/6/2024,2.9699,1091.75
SO0060022-10,SO0060022,10,2/15/2024,PASEIH,9991,SPRAYS,,JFGYCC89JKT048690,2708,Fuel Pressure/Temp Codes,Engine Harness Failure,"Undervoltage at fuel pressure/temperature sensor, ordered wiring harness. Wiring harness and pressure sensor installed, unit tested and all codes corrected.",Oil Leak - Cooler,"Radiator Screen - Removed, Engine Shroud - Supported, No Component Mentioned - Drained, Condenser - Removed, Receiver Dryer - Removed, Hydraulic Line - Removed, Line - Sealed, Cooler - Removed, Hydraulic Cooler - Removed",SO0060022,10,Not Specified,1,PASE,500382599                    CASE,SENSOR,36.5,20.69,7/15/2024,11.3798,2912.8
SO0060022-4,SO0060022,4,2/15/2024,PASEIH,9991,SPRAYS,,JFGYCC89JKT048690,2708,Aim Command Harness Connector BrokenAutoFold Sensor Failed,Unknown,Repaired wiring harness on the machine and supplying a new wiring harness to replace when the machine is down. Sensor delivered to customer.,Not Mentioned - Not Mentioned,Filter - Sent,SO0060022,4,Not Specified,1,PASE,47708484                     CASE,SENSOR,202.25,138.66,7/15/2024,9.58,1799.25
SO0060022-7,SO0060022,7,2/15/2024,PASEIH,9991,SPRAYS,,JFGYCC89JKT048690,2708,Aim Command Harness Connector BrokenAutoFold Sensor Failed,Unknown,Repaired wiring harness on the machine and supplying a new wiring harness to replace when the machine is down. Sensor delivered to customer.,Erratic - Breakaway,"Hardware - Installed, Pin - Installed",SO0060022,7,Not Specified,1,PASE,51672169                     CASE,HARNESS  WIRE,1597,1002.61,7/15/2024,9.58,1799.25
SO0060022-9,SO0060022,9,2/15/2024,PASEIH,9991,SPRAYS,,JFGYCC89JKT048690,2708,Fuel Pressure/Temp Codes,Engine Harness Failure,"Undervoltage at fuel pressure/temperature sensor, ordered wiring harness. Wiring harness and pressure sensor installed, unit tested and all codes corrected.",Leak - Pan,"Oil Pan - Removed, Gasket - Removed",SO0060022,9,Not Specified,1,PASE,5802229065                   CASE,HARNESS  WIRE,884.8,568.2599,7/15/2024,11.3798,2912.8
SO0060030-1,SO0060030,1,2/15/2024,PASEIH,6780,APPL,2023,JFGYF44BCPT056609,496,Coolant leaking out of the top nipple of the deareation tank.,Bad weld.PMI Billed on WE0422210 400 BI 61: 6 UNITS10 400 BE 86: 3 UNITS10 210 AF 16: 3 UNITS00 200 AA 10: 3 UNITS00 150 AB 01: 10 UNITS10 400 BE 88: 3 UNITScode 409casual pn 84181900,"Come to the machine on 03/15/2024 with coolant leaking from the upper nipple of the vent tank. Started by disconnecting the small tool lines and removing them from the tank. After removing them, I removed the fittings and applied thread sealant",Not Mentioned - Slack,"Cage Bolt - Removed, Brake Can - Installed, Cotter Pin - Removed",SO0060030,1,4st year Base Warranty.CNH CLAIM# 505000402480,1,PASE,84181900                     CASE,TANK,712.5299,449.0099,3/19/2024,3.22,1332.3799
